origin,destination,volume
117020,116720,66.25
117020,116733,578.75
117020,116744,13.75
117020,116769,253.75
117020,116891,300.0
117020,116901,48.75
117020,116908,428.75
117020,116910,415.0
117020,116957,3251.25
117020,116962,1793.75
117020,117010,40035.0
117020,117966,675.0
117020,181006,36286.25
117020,181011,70.0
117020,181027,386.25
117020,195926,301658.75
117020,195969,1425.0
117020,196014,1958.75
117020,196022,708.75
117020,196061,125.0
117020,196109,271.25
117020,196702,162.5
117020,196704,1.25
117966,106832,17341.25
117966,108865,5443.75
117966,112531,298140.0
117966,113439,5485.0
117966,113445,5657.5
117966,113498,97727.5
117966,113520,11162.5
117966,113555,11532.5
117966,113577,6455.0
117966,113638,2628.75
117966,113658,9075.0
117966,113669,32522.5
117966,113686,22406.25
117966,114212,127562.5
117966,114273,34203.75
117966,115751,2511.25
117966,116640,420.0
117966,116720,7271.25
117966,116733,14188.75
117966,116744,1591.25
117966,116769,8148.75
117966,116891,2245.0
117966,116901,471.25
117966,116908,3241.25
117966,116910,2455.0
117966,116957,7921.25
117966,116962,4917.5
117966,117010,33556.25
117966,117020,1601.25
117966,181006,6592.5
117966,181011,1882.5
117966,181027,1881.25
117966,181072,139541.25
117966,195865,10716.25
117966,195896,79441.25
117966,195969,107828.75
117966,196014,5705.0
117966,196022,4408.75
117966,196061,2788.75
117966,196109,2302.5
117966,196702,7902.5
117966,196704,117.5
181006,106832,1223.75
181006,108865,702.5
181006,113439,7405.0
181006,113445,30556.25
181006,113451,97612.5
181006,113498,17816.25
181006,113520,6051.25
181006,113555,33585.0
181006,113577,34620.0
181006,113638,24877.5
181006,113658,19493.75
181006,113669,63841.25
181006,113686,29547.5
181006,114212,19360.0
181006,114273,2140.0
181006,116640,11496.25
181006,116733,9550.0
181006,116744,12102.5
181006,116769,8453.75
181006,116891,8298.75
181006,116901,1415.0
181006,116908,7258.75
181006,116910,14565.0
181006,116957,8577.5
181006,116962,11445.0
181006,117010,100217.5
181006,117020,15091.25
181006,117966,2867.5
181006,181011,14405.0
181006,181027,44478.75
181006,181072,3548.75
181006,195865,576.25
181006,195896,5265.0
181006,195944,368966.25
181006,195969,12886.25
181006,196014,10452.5
181006,196022,11716.25
181006,196061,3491.25
181006,196109,6690.0
181006,196702,219606.25
181006,196704,30380.0
181011,106832,1820.0
181011,108865,767.5
181011,112601,335.0
181011,113439,79805.0
181011,113445,7048.75
181011,113451,23782.5
181011,113498,3317.5
181011,113520,592.5
181011,113555,8350.0
181011,113577,5402.5
181011,113638,1583.75
181011,113658,452.5
181011,113669,4158.75
181011,113686,973.75
181011,114212,2660.0
181011,114273,280.0
181011,115751,15162.5
181011,116640,27848.75
181011,116720,3566.25
181011,116733,7566.25
181011,116744,971.25
181011,116769,2950.0
181011,116891,3807.5
181011,116901,361.25
181011,116908,4276.25
181011,116910,6528.75
181011,116957,2025.0
181011,116962,2473.75
181011,117010,18613.75
181011,117020,23.75
181011,117966,328.75
181011,181006,70693.75
181011,181027,1925.0
181011,181072,883.75
181011,195865,693.75
181011,195896,228.75
181011,195944,22447.5
181011,195969,6948.75
181011,196009,16945.0
181011,196014,483.75
181011,196022,575.0
181011,196061,747.5
181011,196109,9155.0
181011,196702,62007.5
181011,196704,7022.5
181027,106832,9881.25
181027,108865,4867.5
181027,112601,1178.75
181027,113439,16571.25
181027,113445,2585.0
181027,113451,31456.25
181027,113468,17692.5
181027,113498,4847.5
181027,113520,6880.0
181027,113555,24871.25
181027,113577,33292.5
181027,113638,18177.5
181027,113658,38493.75
181027,113669,33175.0
181027,113686,11048.75
181027,114212,17390.0
181027,114273,2756.25
181027,115751,29952.5
181027,116640,6482.5
181027,116720,12633.75
181027,116733,56267.5
181027,116744,3410.0
181027,116769,7006.25
181027,116891,11358.75
181027,116901,1780.0
181027,116908,17897.5
181027,116910,9253.75
181027,116957,2041.25
181027,116962,11935.0
181027,117010,62818.75
181027,117020,285.0
181027,117966,3865.0
181027,181006,30920.0
181027,181011,4567.5
181027,181072,2025.0
181027,195865,1107.5
181027,195896,2431.25
181027,195944,48635.0
181027,195969,2827.5
181027,196009,38445.0
181027,196014,4936.25
181027,196022,5191.25
181027,196061,6815.0
181027,196109,20196.25
181027,196702,24897.5
181027,196704,1017.5
181072,108865,2391.25
181072,112531,1376437.5
181072,112601,31448.75
181072,113439,1238.75
181072,113445,892.5
181072,113451,3013.75
181072,113468,2737.5
181072,113498,5210.0
181072,113520,3070.0
181072,113555,5182.5
181072,113577,4963.75
181072,113638,3056.25
181072,113686,5038.75
181072,114212,148883.75
181072,114273,10446.25
181072,115751,1862.5
181072,116640,662.5
181072,116720,5768.75
181072,116733,6165.0
181072,116744,1315.0
181072,116769,4588.75
181072,116891,1206.25
181072,116901,202.5
181072,116908,672.5
181072,116910,833.75
181072,116962,1606.25
181072,117966,198728.75
181072,181006,5847.5
181072,181011,2055.0
181072,181027,2042.5
181072,195896,46568.75
181072,195969,91183.75
181072,196022,1690.0
181072,196061,155.0
181072,196109,657.5
181072,196702,2928.75
181072,196704,1081.25
195865,106832,93495.0
195865,112601,869751.25
195865,113439,400.0
195865,113445,326.25
195865,113451,1073.75
195865,113498,5937.5
195865,113520,1232.5
195865,113555,2103.75
195865,113577,1982.5
195865,113686,1813.75
195865,114212,5946.25
195865,114273,94175.0
195865,115751,602.5
195865,116640,245.0
195865,116720,6770.0
195865,116733,2147.5
195865,116744,1476.25
195865,116769,5151.25
195865,116891,465.0
195865,116901,97.5
195865,116908,273.75
195865,116910,295.0
195865,117966,11761.25
195865,181006,735.0
195865,181011,813.75
195865,181027,662.5
195865,195896,11938.75
195865,195969,6840.0
195865,196061,65.0
195865,196109,285.0
195865,196702,1165.0
195865,196704,310.0
195896,106832,55077.5
195896,108865,2368.75
195896,112531,63560.0
195896,112601,65972.5
195896,113439,590.0
195896,113445,522.5
195896,113498,16231.25
195896,113520,3856.25
195896,113555,13496.25
195896,113577,33331.25
195896,113638,5281.25
195896,113669,24976.25
195896,113686,4328.75
195896,114212,149171.25
195896,114273,131553.75
195896,115751,186.25
195896,116640,31.25
195896,116720,700.0
195896,116733,2911.25
195896,116744,143.75
195896,116769,5233.75
195896,116891,436.25
195896,116901,97.5
195896,116908,697.5
195896,116910,611.25
195896,116957,1810.0
195896,116962,1052.5
195896,117010,25802.5
195896,117966,76416.25
195896,181006,3015.0
195896,181011,202.5
195896,181027,1018.75
195896,181072,47191.25
195896,195865,14762.5
195896,195969,28358.75
195896,196014,480.0
195896,196022,776.25
195896,196061,432.5
195896,196109,496.25
195896,196702,740.0
195896,196704,11.25
195926,113577,3503.75
195926,113638,2278.75
195926,113658,214606.25
195926,113669,283105.0
195926,116891,913.75
195926,116901,148.75
195926,116908,512.5
195926,116910,603.75
195926,116957,797.5
195926,116962,1248.75
195926,117010,29170.0
195926,117020,168642.5
195926,196014,1205.0
195926,196022,1182.5
195926,196109,511.25
195944,108865,45681.25
195944,113439,21717.5
195944,113445,16206.25
195944,113451,49141.25
195944,113468,59960.0
195944,113498,76293.75
195944,113520,55641.25
195944,113555,92871.25
195944,113577,79341.25
195944,113638,66690.0
195944,113686,109021.25
195944,115751,26843.75
195944,116640,10772.5
195944,116720,84657.5
195944,116733,107087.5
195944,116744,21861.25
195944,116769,70407.5
195944,116891,19495.0
195944,116901,2928.75
195944,116908,12180.0
195944,116910,13967.5
195944,116957,25955.0
195944,116962,30857.5
195944,117010,490486.25
195944,181006,361753.75
195944,181011,35016.25
195944,181027,32340.0
195944,195969,17765.0
195944,196014,45703.75
195944,196022,34311.25
195944,196061,2303.75
195944,196109,10276.25
195944,196702,46907.5
195944,196704,13997.5
195969,106832,37565.0
195969,108865,87706.25
195969,112601,4492.5
195969,113439,9012.5
195969,113445,8903.75
195969,113451,7026.25
195969,113468,49908.75
195969,113498,123715.0
195969,113520,45513.75
195969,113555,51318.75
195969,113577,28096.25
195969,113638,39417.5
195969,113658,41226.25
195969,113669,138046.25
195969,113686,144638.75
195969,114212,294265.0
195969,114273,28890.0
195969,115751,3290.0
195969,116640,670.0
195969,116720,25293.75
195969,116733,61863.75
195969,116744,2077.5
195969,116769,44642.5
195969,116891,5332.5
195969,116901,1027.5
195969,116908,4122.5
195969,116910,6771.25
195969,116957,21652.5
195969,116962,5831.25
195969,117010,88106.25
195969,117020,2382.5
195969,117966,53940.0
195969,181006,13980.0
195969,181011,3102.5
195969,181027,14216.25
195969,181072,71963.75
195969,195865,6477.5
195969,195896,41116.25
195969,195944,13108.75
195969,196014,4960.0
195969,196022,17387.5
195969,196061,4941.25
195969,196109,5563.75
195969,196702,20625.0
195969,196704,182.5
196009,113439,22973.75
196009,113445,15933.75
196009,113451,57537.5
196009,113498,33598.75
196009,113520,17307.5
196009,113555,93761.25
196009,113577,77388.75
196009,113638,19303.75
196009,116640,12007.5
196009,116733,143177.5
196009,116744,29847.5
196009,116769,181606.25
196009,116891,17956.25
196009,116901,3292.5
196009,116908,10582.5
196009,116910,10190.0
196009,116957,15326.25
196009,116962,22683.75
196009,117010,74928.75
196009,181011,34612.5
196009,181027,31222.5
196009,196014,17718.75
196009,196022,28408.75
196009,196061,2557.5
196009,196109,9915.0
196009,196702,38306.25
196014,108865,6871.25
196014,112601,4512.5
196014,113439,505.0
196014,113445,187.5
196014,113468,33003.75
196014,113498,471.25
196014,113520,483.75
196014,113555,24670.0
196014,113577,53127.5
196014,113638,7811.25
196014,113658,6632.5
196014,113669,19955.0
196014,113686,2518.75
196014,114212,2863.75
196014,114273,478.75
196014,115751,982.5
196014,116640,46.25
196014,116720,153.75
196014,116733,1208.75
196014,116744,26.25
196014,116769,238.75
196014,116891,1261.25
196014,116901,278.75
196014,116908,1997.5
196014,116910,6527.5
196014,116957,21901.25
196014,116962,23813.75
196014,117010,128533.75
196014,117020,570.0
196014,117966,7505.0
196014,181006,22600.0
196014,181011,281.25
196014,181027,830.0
196014,195896,395.0
196014,195926,1603.75
196014,195944,97330.0
196014,195969,765.0
196014,196009,39730.0
196014,196022,23090.0
196014,196061,440.0
196014,196109,1038.75
196014,196702,421.25
196014,196704,3.75
196022,106832,3702.5
196022,108865,3108.75
196022,112601,1351.25
196022,113439,6315.0
196022,113445,3876.25
196022,113468,11731.25
196022,113498,4378.75
196022,113520,13093.75
196022,113555,81683.75
196022,113577,91502.5
196022,113638,55725.0
196022,113658,27925.0
196022,113669,34596.25
196022,113686,13217.5
196022,114212,6125.0
196022,114273,6833.75
196022,115751,1397.5
196022,116640,540.0
196022,116720,4450.0
196022,116733,20927.5
196022,116744,608.75
196022,116769,10600.0
196022,116891,13696.25
196022,116901,3305.0
196022,116908,17131.25
196022,116910,5787.5
196022,116957,92923.75
196022,116962,40378.75
196022,117010,163946.25
196022,117020,2012.5
196022,117966,3666.25
196022,181006,13851.25
196022,181011,3593.75
196022,181027,14293.75
196022,181072,1430.0
196022,195896,5160.0
196022,195926,988.75
196022,195944,40780.0
196022,195969,14121.25
196022,196009,22737.5
196022,196014,27445.0
196022,196061,3578.75
196022,196109,3686.25
196022,196702,6177.5
196022,196704,90.0
196061,106832,688.75
196061,108865,297.5
196061,112601,95.0
196061,113439,2862.5
196061,113445,1252.5
196061,113468,1030.0
196061,113498,2006.25
196061,113520,2600.0
196061,113555,21301.25
196061,113577,14902.5
196061,113638,4906.25
196061,113658,1040.0
196061,113669,8898.75
196061,113686,4045.0
196061,114212,5717.5
196061,114273,870.0
196061,115751,558.75
196061,116640,192.5
196061,116720,1018.75
196061,116733,1070.0
196061,116744,200.0
196061,116769,1408.75
196061,116891,2885.0
196061,116901,458.75
196061,116908,4006.25
196061,116910,3377.5
196061,116957,3551.25
196061,116962,4823.75
196061,117010,4897.5
196061,117020,112.5
196061,117966,675.0
196061,181006,2341.25
196061,181011,841.25
196061,181027,8881.25
196061,181072,121.25
196061,195865,97.5
196061,195896,712.5
196061,195944,3115.0
196061,195969,1400.0
196061,196009,2257.5
196061,196014,1113.75
196061,196022,1608.75
196061,196109,2471.25
196061,196702,2096.25
196061,196704,30.0
196109,106832,1742.5
196109,108865,525.0
196109,112601,221.25
196109,113439,12130.0
196109,113445,1681.25
196109,113468,2078.75
196109,113498,1740.0
196109,113520,2043.75
196109,113555,5972.5
196109,113577,41045.0
196109,113638,5058.75
196109,113658,2371.25
196109,113669,9890.0
196109,113686,3046.25
196109,114212,4496.25
196109,114273,826.25
196109,115751,1436.25
196109,116640,1871.25
196109,116720,707.5
196109,116733,5001.25
196109,116744,128.75
196109,116769,1546.25
196109,116891,22427.5
196109,116901,1891.25
196109,116908,10960.0
196109,116910,53167.5
196109,116957,9558.75
196109,116962,2116.25
196109,117010,13233.75
196109,117020,135.0
196109,117966,465.0
196109,181006,2997.5
196109,181011,11995.0
196109,181027,11263.75
196109,181072,236.25
196109,195865,161.25
196109,195896,648.75
196109,195926,170.0
196109,195944,5683.75
196109,195969,1600.0
196109,196009,3272.5
196109,196014,6212.5
196109,196022,2788.75
196109,196061,2490.0
196109,196702,8358.75
196109,196704,145.0
196702,106832,4845.0
196702,108865,1367.5
196702,112601,763.75
196702,113439,63721.25
196702,113445,23945.0
196702,113451,48242.5
196702,113498,9203.75
196702,113520,4731.25
196702,113555,11488.75
196702,113577,75941.25
196702,113638,10090.0
196702,113658,1746.25
196702,113669,15067.5
196702,113686,7461.25
196702,114212,17883.75
196702,114273,3105.0
196702,115751,144790.0
196702,116640,57138.75
196702,116720,42083.75
196702,116733,21867.5
196702,116744,15676.25
196702,116769,10837.5
196702,116891,7457.5
196702,116901,820.0
196702,116908,8172.5
196702,116910,21577.5
196702,116957,7045.0
196702,116962,7501.25
196702,117010,21811.25
196702,117020,166.25
196702,117966,3448.75
196702,181006,29258.75
196702,181011,65723.75
196702,181027,73771.25
196702,181072,1771.25
196702,195865,1482.5
196702,195896,2577.5
196702,195944,41011.25
196702,195969,14562.5
196702,196009,27640.0
196702,196014,1465.0
196702,196022,2900.0
196702,196061,4370.0
196702,196109,17670.0
196704,106832,1500.0
196704,108865,698.75
196704,113439,747.5
196704,113445,4882.5
196704,113498,73.75
196704,113520,23.75
196704,113555,4265.0
196704,113577,2401.25
196704,113638,45.0
196704,113658,8.75
196704,113669,81.25
196704,113686,36.25
196704,114212,93.75
196704,114273,15.0
196704,115751,54126.25
196704,116640,408.75
196704,116733,343.75
196704,116744,86.25
196704,116769,262.5
196704,116891,47.5
196704,116901,3.75
196704,116908,50.0
196704,116910,581.25
196704,116957,41.25
196704,116962,55.0
196704,117010,49638.75
196704,117966,20.0
196704,181006,13256.25
196704,181011,7115.0
196704,181027,616.25
196704,181072,1646.25
196704,195865,618.75
196704,195896,12.5
196704,195944,28318.75
196704,195969,42.5
196704,196014,11.25
196704,196022,15.0
196704,196061,21.25
196704,196109,112.5
