origin,destination,Traffic_flow_trucks_2010,Traffic_flow_trucks_2019,Traffic_flow_trucks_2030,Traffic_flow_tons_2010,Traffic_flow_tons_2019,Traffic_flow_tons_2030
111471,111551,1323.75,1282.5,1233.75,18003.0,17442.0,16779.0
111471,111588,3942.5,3820.0,3676.25,53618.0,51952.0,49997.0
111471,111603,3068.75,2973.75,2861.25,41735.0,40443.0,38913.0
111471,111621,23776.25,26526.25,30345.0,323357.0,360757.0,412692.0
111471,111699,5235.0,5558.75,6030.0,71196.0,75599.0,82008.0
111471,181083,8801.25,9817.5,11225.0,119697.0,133518.0,152660.0
111471,181085,47763.75,53666.25,62127.5,649587.0,729861.0,844934.0
111471,195913,371785.0,444936.25,566862.5,5056276.0,6051133.0,7709330.0
111471,195938,1057318.75,1242791.25,1533261.25,14379535.0,16901961.0,20852353.0
111496,111551,3130.0,3032.5,2918.75,42568.0,41242.0,39695.0
111496,111588,10678.75,10347.5,9956.25,145231.0,140726.0,135405.0
111496,111603,6562.5,6358.75,6118.75,89250.0,86479.0,83215.0
111496,111621,19127.5,21350.0,24422.5,260134.0,290360.0,332146.0
111496,111699,12938.75,13707.5,14761.25,175967.0,186422.0,200753.0
111496,181083,1505.0,1678.75,1918.75,20468.0,22831.0,26095.0
111496,181085,27200.0,26356.25,25358.75,369920.0,358445.0,344879.0
111496,195913,48940.0,54671.25,62512.5,665584.0,743529.0,850170.0
111496,195938,41111.25,45898.75,52490.0,559113.0,624223.0,713864.0
111529,111551,8440.0,8176.25,7868.75,114784.0,111197.0,107015.0
111529,111588,80967.5,78453.75,75487.5,1101158.0,1066971.0,1026630.0
111529,111603,20066.25,19446.25,18710.0,272901.0,264469.0,254456.0
111529,111621,25027.5,27928.75,31958.75,340374.0,379831.0,434639.0
111529,111699,28086.25,29503.75,31538.75,381973.0,401251.0,428927.0
111529,181083,1747.5,1947.5,2231.25,23766.0,26486.0,30345.0
111529,181085,11458.75,11102.5,10682.5,155839.0,150994.0,145282.0
111529,195913,867.5,970.0,1108.75,11798.0,13192.0,15079.0
111529,195938,34236.25,38215.0,43720.0,465613.0,519724.0,594592.0
111551,111621,8712.5,11180.0,16807.5,118490.0,152048.0,228582.0
111551,111657,4830.0,4681.25,4503.75,65688.0,63665.0,61251.0
111551,111699,2621.25,3267.5,4398.75,35649.0,44438.0,59823.0
111551,181083,4680.0,4535.0,4365.0,63648.0,61676.0,59364.0
111551,181085,1295.0,1255.0,1207.5,17612.0,17068.0,16422.0
111551,195913,4207.5,4646.25,5332.5,57222.0,63189.0,72522.0
111551,195938,11930.0,13656.25,16165.0,162248.0,185725.0,219844.0
111555,111603,31061.25,30097.5,28960.0,422433.0,409326.0,393856.0
111555,111699,9660.0,10020.0,10543.75,131376.0,136272.0,143395.0
111555,181085,4351.25,4216.25,4057.5,59177.0,57341.0,55182.0
111588,111603,12261.25,11881.25,11431.25,166753.0,161585.0,155465.0
111588,111621,18898.75,25827.5,42518.75,257023.0,351254.0,578255.0
111588,111657,15100.0,14632.5,14078.75,205360.0,199002.0,191471.0
111588,111699,10566.25,12953.75,17078.75,143701.0,176171.0,232271.0
111588,181083,18645.0,18067.5,17382.5,253572.0,245718.0,236402.0
111588,181085,4823.75,4673.75,4497.5,65603.0,63563.0,61166.0
111588,195727,10757.5,10423.75,10028.75,146302.0,141763.0,136391.0
111588,195913,12516.25,13797.5,15817.5,170221.0,187646.0,215118.0
111588,195938,67967.5,71747.5,77527.5,924358.0,975766.0,1054374.0
111603,111621,25408.75,29643.75,37397.5,345559.0,403155.0,508606.0
111603,111657,11071.25,10727.5,10321.25,150569.0,145894.0,140369.0
111603,111699,13053.75,14153.75,16027.5,177531.0,192491.0,217974.0
111603,181083,14860.0,14397.5,13853.75,202096.0,195806.0,188411.0
111603,181085,6702.5,6493.75,6248.75,91154.0,88315.0,84983.0
111603,195727,4418.75,4281.25,4120.0,60095.0,58225.0,56032.0
111603,195913,12810.0,13896.25,15506.25,174216.0,188989.0,210885.0
111603,195938,48975.0,52328.75,57191.25,666060.0,711671.0,777801.0
111621,111657,29136.25,32521.25,37203.75,396253.0,442289.0,505971.0
111621,111699,134886.25,167448.75,222806.25,1834453.0,2277303.0,3030165.0
111621,181083,4042.5,4512.5,5163.75,54978.0,61370.0,70227.0
111621,181085,17178.75,19320.0,22305.0,233631.0,262752.0,303348.0
111621,195727,1597.5,1786.25,2042.5,21726.0,24293.0,27778.0
111621,195913,271442.5,340542.5,462101.25,3691618.0,4631378.0,6284577.0
111621,195938,282667.5,329903.75,401467.5,3844278.0,4486691.0,5459958.0
111657,111699,13143.75,13508.75,14058.75,178755.0,183719.0,191199.0
111657,181085,6103.75,5915.0,5690.0,83011.0,80444.0,77384.0
111657,195938,43315.0,48348.75,55297.5,589084.0,657543.0,752046.0
111699,181083,135121.25,215993.75,415596.25,1837649.0,2937515.0,5652109.0
111699,181085,9092.5,10181.25,11927.5,123658.0,138465.0,162214.0
111699,195727,2377.5,2345.0,2310.0,32334.0,31892.0,31416.0
111699,195913,9385.0,10338.75,11850.0,127636.0,140607.0,161160.0
111699,195938,91341.25,103225.0,121570.0,1242241.0,1403860.0,1653352.0
181083,181085,32210.0,33981.25,39187.5,438056.0,462145.0,532950.0
181083,195913,600910.0,1034812.5,2125736.25,8172376.0,14073450.0,28910013.0
181083,195938,422806.25,616697.5,1087855.0,5750165.0,8387086.0,14794828.0
181085,195727,2502.5,2425.0,2332.5,34034.0,32980.0,31722.0
181085,195913,23991.25,27821.25,34137.5,326281.0,378369.0,464270.0
181085,195938,71550.0,77873.75,87098.75,973080.0,1059083.0,1184543.0
195727,195938,2467.5,2747.5,3150.0,33558.0,37366.0,42840.0
195913,195938,331496.25,370041.25,423301.25,4508349.0,5032561.0,5756897.0
